features,loss
0001100010010,0.47303373
0001100010011,0.44269663
0001100010100,0.49662924
0001100010101,0.45056182
0001100010110,0.44794005
0001100010111,0.4284644
0001100011000,0.48614234
0001100011001,0.45692885
0001100011010,0.47265917
0001100011011,0.45056182
0001100011100,0.47827715
0001100011101,0.4565543
0001100011110,0.45243448
0001100011111,0.47191012
0001100100000,0.5292135
0001100100001,0.47565544
0001100100010,0.49438202
0001100100011,0.45355803
0001100100100,0.50299627
0001100100101,0.47116107
0001100100110,0.47790265
0001100100111,0.44906366
0001100101000,0.46367043
0001100101001,0.46142322
0001100101010,0.47528088
0001100101011,0.4456929
0001100101100,0.4685393
0001100101101,0.45205992
0001100101110,0.46666664
0001100101111,0.45955056
0001100110000,0.47228462
0001100110001,0.46741575
0001100110010,0.4460674
0001100110011,0.43820226
0001100110100,0.46666664
0001100110101,0.45805246
0001100110110,0.44232208
0001100110111,0.44269663
0001100111000,0.43857676
0001100111001,0.45805246
0001100111010,0.44531834
0001100111011,0.45468163
0001100111100,0.44906366
0001100111101,0.45842695
0001100111110,0.45168537
0001100111111,0.45168537
0001101000000,0.58277154
0001101000001,0.488015
0001101000010,0.50074905
0001101000011,0.48389512
0001101000100,0.5340824
0001101000101,0.47378278
0001101000110,0.46217227
0001101000111,0.4786517
0001101001000,0.51235956
0001101001001,0.47565544
0001101001010,0.50037456
0001101001011,0.47303373
0001101001100,0.47603
0001101001101,0.46441948
0001101001110,0.47228462
0001101001111,0.4692884
0001101010000,0.4921348
0001101010001,0.47528088
0001101010010,0.48164797
0001101010011,0.4554307
0001101010100,0.4685393
0001101010101,0.44906366
0001101010110,0.43595505
0001101010111,0.45468163
0001101011000,0.47528088
0001101011001,0.47453183
0001101011010,0.45580524
0001101011011,0.46516854
0001101011100,0.46367043
0001101011101,0.48164797
0001101011110,0.46104866
0001101011111,0.44868916
0001101100000,0.5254682
0001101100001,0.48277152
0001101100010,0.49513108
0001101100011,0.46629214
0001101100100,0.50749063
0001101100101,0.4692884
0001101100110,0.48202246
0001101100111,0.44794005
0001101101000,0.4696629
0001101101001,0.4494382
0001101101010,0.47340822
0001101101011,0.4430712
0001101101100,0.46741575
0001101101101,0.4696629
0001101101110,0.47677904
0001101101111,0.46741575
0001101110000,0.48389512
0001101110001,0.46404493
0001101110010,0.4659176
0001101110011,0.45692885
0001101110100,0.47528088
0001101110101,0.46179777
0001101110110,0.45955056
0001101110111,0.4460674
0001101111000,0.46217227
0001101111001,0.45842695
0001101111010,0.47191012
0001101111011,0.44494385
0001101111100,0.4692884
0001101111101,0.46441948
0001101111110,0.44157302
0001101111111,0.44868916
0001110000000,0.5962547
0001110000001,0.4977528
0001110000010,0.50973785
0001110000011,0.46516854
0001110000100,0.5277153
0001110000101,0.4588015
0001110000110,0.46741575
0001110000111,0.44906366
0001110001000,0.5078652
0001110001001,0.46104866
0001110001010,0.49400747
0001110001011,0.4868914
0001110001100,0.48314607
0001110001101,0.4498127
0001110001110,0.45131087
0001110001111,0.46516854
0001110010000,0.49250937
0001110010001,0.47191012
0001110010010,0.46329588
0001110010011,0.4554307
0001110010100,0.46479398
0001110010101,0.44269663
0001110010110,0.4325843
0001110010111,0.45205992
0001110011000,0.48089886
0001110011001,0.45131087
0001110011010,0.45355803
0001110011011,0.45168537
0001110011100,0.46367043
0001110011101,0.47003746
0001110011110,0.46629214
0001110011111,0.44082397
0001110100000,0.53520596
0001110100001,0.48164797
0001110100010,0.50449437
0001110100011,0.447191
0001110100100,0.5037453
0001110100101,0.47303373
0001110100110,0.45580524
0001110100111,0.45318353
0001110101000,0.48501873
0001110101001,0.46741575
0001110101010,0.47378278
0001110101011,0.44082397
0001110101100,0.47003746
0001110101101,0.46142322
0001110101110,0.4554307
0001110101111,0.45355803
0001110110000,0.4696629
0001110110001,0.4576779
0001110110010,0.4692884
0001110110011,0.46629214
0001110110100,0.45955056
0001110110101,0.44644195
0001110110110,0.44756556
0001110110111,0.42883897
0001110111000,0.45131087
0001110111001,0.46254683
0001110111010,0.46666664
0001110111011,0.45168537
0001110111100,0.4655431
0001110111101,0.46254683
0001110111110,0.45093632
0001110111111,0.4460674
0001111000000,0.54981273
0001111000001,0.5041199
0001111000010,0.50898874
0001111000011,0.4853933
0001111000100,0.5172285
0001111000101,0.48464417
0001111000110,0.4801498
0001111000111,0.4576779
0001111001000,0.50337076
0001111001001,0.46666664
0001111001010,0.48352063
0001111001011,0.4498127
0001111001100,0.48764044
0001111001101,0.46404493
0001111001110,0.4775281
0001111001111,0.44232208
0001111010000,0.49513108
0001111010001,0.4602996
0001111010010,0.45992512
0001111010011,0.4797753
0001111010100,0.48614234
0001111010101,0.47003746
0001111010110,0.47003746
0001111010111,0.4554307
0001111011000,0.46067417
0001111011001,0.48876405
0001111011010,0.45842695
0001111011011,0.45842695
0001111011100,0.48089886
0001111011101,0.45730335
0001111011110,0.45056182
0001111011111,0.45430714
0001111100000,0.5247191
0001111100001,0.4707865
0001111100010,0.48501873
0001111100011,0.45730335
0001111100100,0.48988765
0001111100101,0.46891385
0001111100110,0.48614234
0001111100111,0.46217227
0001111101000,0.48089886
0001111101001,0.4565543
0001111101010,0.48726594
0001111101011,0.44906366
0001111101100,0.48164797
0001111101101,0.47116107
0001111101110,0.46779025
0001111101111,0.4550562
0001111110000,0.47490638
0001111110001,0.47378278
0001111110010,0.47528088
0001111110011,0.45805246
0001111110100,0.47490638
0001111110101,0.46217227
0001111110110,0.45730335
0001111110111,0.4389513
0001111111000,0.45168537
0001111111001,0.45730335
0001111111010,0.45842695
0001111111011,0.45093632
0001111111100,0.46779025
0001111111101,0.45805246
0001111111110,0.45093632
0001111111111,0.44756556
0010000000000,0.47116107
0010000000001,0.4389513
0010000000010,0.42546815
0010000000011,0.42808992
0010000000100,0.4576779
0010000000101,0.4269663
0010000000110,0.43033707
0010000000111,0.42771536
0010000001000,0.45992512
0010000001001,0.45468163
0010000001010,0.47228462
0010000001011,0.44007492
0010000001100,0.47827715
0010000001101,0.46329588
0010000001110,0.45842695
0010000001111,0.44269663
0010000010000,0.43595505
0010000010001,0.46104866
0010000010010,0.41722846
0010000010011,0.42397004
0010000010100,0.4550562
0010000010101,0.4550562
0010000010110,0.4367041
0010000010111,0.4340824
0010000011000,0.46404493
0010000011001,0.44494385
0010000011010,0.4430712
0010000011011,0.45468163
0010000011100,0.45355803
0010000011101,0.46217227
0010000011110,0.4247191
0010000011111,0.45393258
0010000100000,0.4790262
0010000100001,0.4483146
0010000100010,0.45955056
0010000100011,0.4142322
0010000100100,0.50898874
0010000100101,0.44344568
0010000100110,0.4378277
0010000100111,0.41460675
0010000101000,0.47677904
0010000101001,0.45168537
0010000101010,0.44382024
0010000101011,0.43033707
0010000101100,0.47116107
0010000101101,0.44082397
0010000101110,0.42134833
0010000101111,0.41985017
0010000110000,0.47041196
0010000110001,0.43483144
0010000110010,0.44232208
0010000110011,0.4033708
0010000110100,0.47490638
0010000110101,0.41123593
0010000110110,0.43071163
0010000110111,0.41123593
0010000111000,0.46217227
0010000111001,0.44232208
0010000111010,0.42808992
0010000111011,0.42097378
0010000111100,0.45056182
0010000111101,0.42621726
0010000111110,0.40936327
0010000111111,0.43220973
0010001000000,0.4707865
0010001000001,0.45056182
0010001000010,0.4269663
0010001000011,0.44157302
0010001000100,0.49550563
0010001000101,0.46329588
0010001000110,0.42808992
0010001000111,0.42134833
0010001001000,0.49588013
0010001001001,0.4588015
0010001001010,0.459176
0010001001011,0.44794005
0010001001100,0.48614234
0010001001101,0.45018727
0010001001110,0.44082397
0010001001111,0.43071163
0010001010000,0.4456929
0010001010001,0.48389512
0010001010010,0.43932587
0010001010011,0.4235955
0010001010100,0.46217227
0010001010101,0.44644195
0010001010110,0.41760302
0010001010111,0.41985017
0010001011000,0.48052436
0010001011001,0.4565543
0010001011010,0.42509365
0010001011011,0.44082397
0010001011100,0.4797753
0010001011101,0.44756556
0010001011110,0.43558055
0010001011111,0.43483144
0010001100000,0.5370786
0010001100001,0.4696629
0010001100010,0.45393258
0010001100011,0.41048688
0010001100100,0.50449437
0010001100101,0.46067417
0010001100110,0.44906366
0010001100111,0.40861422
0010001101000,0.47153556
0010001101001,0.44232208
0010001101010,0.4483146
0010001101011,0.4325843
0010001101100,0.4659176
0010001101101,0.42397004
0010001101110,0.4284644
0010001101111,0.4235955
0010001110000,0.46254683
0010001110001,0.43146068
0010001110010,0.42921346
0010001110011,0.40636706
0010001110100,0.48576778
0010001110101,0.42284644
0010001110110,0.4374532
0010001110111,0.4127341
0010001111000,0.44382024
0010001111001,0.43108612
0010001111010,0.43483144
0010001111011,0.43333334
0010001111100,0.45393258
0010001111101,0.44157302
0010001111110,0.43033707
0010001111111,0.42808992
0010010000000,0.45018727
0010010000001,0.43595505
0010010000010,0.42996258
0010010000011,0.43108612
0010010000100,0.47228462
0010010000101,0.43558055
0010010000110,0.43558055
0010010000111,0.44082397
0010010001000,0.48314607
0010010001001,0.4374532
0010010001010,0.44344568
0010010001011,0.45093632
0010010001100,0.49475658
0010010001101,0.45168537
0010010001110,0.44157302
0010010001111,0.44119853
