features,loss
11110100101,0.445690598130261
11110100111,0.4463242697493923
11100100101,0.44686690735246115
11100100111,0.44821877592597353
11110101111,0.44837922943484054
11110101101,0.4486016676247098
11010100101,0.4487173113065979
11100101101,0.44916956531656893
11100101111,0.4496931219112827
11111100111,0.4502062347682554
10110100101,0.4505898645777403
10110100111,0.4508031857799915
11010100111,0.45091192793189716
10100100101,0.45095694299797795
11111100101,0.45138376506509903
10100100111,0.45143682515020017
10010100101,0.4515797100651878
11011100101,0.45161026260057197
10101100101,0.45164224793370666
11101100111,0.4518158310922421
10111100101,0.45191411850408525
11101100101,0.45198154401714824
11000100101,0.45222990884920256
11011100111,0.4523849648546598
11010101101,0.45241697455435487
10101100111,0.4524872321037584
10010100111,0.4525458653355695
10111100111,0.4527409226804394
10011100101,0.4533744245634937
11010101111,0.45337749577853764
10111101101,0.4533780903617275
11110000111,0.4533823725889661
10111101111,0.4534164049537588
10011100111,0.45352039163451513
11110000101,0.45372734611562127
10110101111,0.4540595621729098
10101101101,0.4541218368925501
11111101101,0.4541949569390624
11011101101,0.45419622729361286
11111101111,0.4542025124493212
10110000111,0.4542245351573059
10100101111,0.4543393665296038
10001100101,0.4544105435673503
11001100101,0.4544428422834999
10101101111,0.45454459227438193
10110000101,0.4545952407534766
10001100111,0.4546011350650434
10011101101,0.4548355105331215
10110101101,0.4550447046798907
11011101111,0.45520821494166896
10011101111,0.4552153690543304
10000100101,0.45523186071334015
11000100111,0.455315629301048
11001100111,0.45532015696971195
11101101101,0.4556732272366603
11000101101,0.4556801462152938
10100101101,0.455716580121058
11100000101,0.4559284572132424
10000100111,0.4561419394909458
11101101111,0.45614388214327706
11100000111,0.45642552261735947
11000101111,0.45648022413201267
10110001111,0.4565354979825049
11110001101,0.45674163287927816
11001000101,0.45688935523857477
10010101111,0.456977774811329
10010101101,0.45700129129004396
10010000111,0.4570036696810444
10010000101,0.45705961563103586
11001101101,0.4571518921897008
11110001111,0.4573170778027165
10001101101,0.4575552113185652
10110001101,0.45759227068168207
11001101111,0.45773295855832746
10100000101,0.45774332287926256
10001101111,0.4578004792981952
11100001101,0.45787882304298505
11001000111,0.45798806067151776
11100001111,0.45812987224578
11101000101,0.45816915013120374
11010000101,0.45849100583391306
10100000111,0.45869808540377277
10111001111,0.4588001073829218
10100001111,0.4588889778949816
11111000101,0.45896163277618884
11101000111,0.4589669643042905
10111001101,0.4590494765883231
10111000111,0.459182746122088
10001000101,0.459188957943182
10000101111,0.4592142294728323
10000101101,0.4592634840767178
10010001111,0.45929959171014567
11111000111,0.45931480214323667
10001000111,0.459528313759265
11010000111,0.4595982713983904
11111101100,0.45994977296201456
11111101110,0.45998273217500074
11011000101,0.4600202497128769
10111000101,0.4600978977341904
10010001101,0.46017491747901845
11110101100,0.4602347906557057
11110100100,0.4602716777282841
10101000111,0.46032351042946806
11111100100,0.46048563642237106
11110101110,0.46049457059528587
10101001111,0.460509889616135
10011000111,0.4605418249514279
11101001101,0.46055229491761257
10100001101,0.4605604819700684
11111001111,0.4606602789116499
11111100110,0.46072518619214575
10011001111,0.46073440774138047
11000000101,0.4607502949505191
11011000111,0.46075858775275536
11111001101,0.46084396294578306
10000000111,0.46108850197616114
11110100110,0.461268412206129
11111100011,0.4613485408032744
11000000111,0.46138157612280817
10101001101,0.4615841230472381
11101001111,0.4616711883145167
00111101101,0.4618214736697388
10101000101,0.4618812217954476
10011000101,0.4619159165811761
10011001101,0.46193041524805767
11011001101,0.46205623797499795
01111101101,0.4621740293702032
11010001101,0.4622580902039297
11011001111,0.46271203786419773
10000001101,0.4627899468858487
11010001111,0.46320296642472575
01111101111,0.4632176176163639
10000001111,0.4632454681476411
00111101111,0.4635057988865782
11111101011,0.4635750338991291
10001001101,0.46368586492564356
11100101110,0.46370474372310605
10000000101,0.46372883811226034
11100100100,0.46387007028949906
11110000100,0.4639983333771726
11001001101,0.46407629910794157
11100101100,0.46413385608560076
00011101111,0.4643138348007708
11100000100,0.46437660529617164
10011101011,0.46456653658374136
10001001111,0.46457576473205653
10011100011,0.4646136188977046
11101100100,0.46463878882952914
11001001111,0.4646647845349061
11110000110,0.4646727632527157
11101101110,0.46477286377689525
01110101101,0.4648213795178784
11111000100,0.4649364757924621
00011101101,0.4650860563985172
11100100110,0.46514196336860447
11111000110,0.4652122277149296
11111001100,0.46524555759725583
11101101100,0.46526943269188986
11000001101,0.46542532905167083
11111001110,0.4654444755102144
11111100001,0.4655687494862879
11000001111,0.46571776621330857
11101000100,0.46579895928018733
11101100110,0.4658844084659134
10111101011,0.4659058042035778
11110001110,0.46591636664326547
00111001111,0.4660067737095939
11100000110,0.4661234800660722
10011100001,0.46615435413763356
11110001100,0.4661709271653915
01110101111,0.4664154448191034
10111100011,0.46655416445208053
01011101111,0.46657451982383613
00110001111,0.46671746455897095
01110001101,0.46679825489151927
11100001110,0.46692353954252497
01011101101,0.4669365778231742
01111100101,0.46693687803161604
10011101001,0.46703556753258857
11110100001,0.46706269450178184
01111100111,0.4672781627528405
01111101100,0.46749369508363847
01111001111,0.4676564703444676
01111001101,0.46787966838563977
11100001100,0.4679113183791493
11011100011,0.4679233374832514
00110001101,0.46794334699537415
01110001111,0.4679592592015123
01111101110,0.4679768953597085
01101101101,0.46798054192809085
11111101001,0.46798858883339034
00101101111,0.4680050692195709
11101001110,0.4680062578475052
00110101111,0.468036285611434
11101000110,0.4681230184794744
11101001100,0.46831144783695655
10111100001,0.46845285657814845
11110100011,0.46850876009010683
00110101101,0.46858679831857786
01101101111,0.4686061925811466
11111101010,0.46869043145470324
00111001101,0.4687364938377159
00101101101,0.46877815946246404
00011001111,0.46889972606528335
00001101111,0.46917742745712404
00111100111,0.4691798968757901
11111100010,0.4692149162305396
00011100111,0.46922822068325354
01110000101,0.46963376733390955
10111101001,0.46969787467868923
00001101101,0.46987310886919603
00011001101,0.4698776693352491
11011101011,0.46989971186059015
10010100001,0.46993822059144147
01111001100,0.4700214257422265
11101101010,0.4700991483770383
